year	band	in_herit_analysis	in_18_19_exp	in_epp_analysis	exclude	unsamp_egg	soc_un	soc_box	soc_uby	laid_un	laid_box	laid_ub	lay_clutch	gen_dad_uby	soc_mal_x	soc_mal_y	gen_mal_x	gen_mal_y	dist_soc_gen	soc_ci	gen_ci	offset_soc_gen	sex	soc_mal_caught	type	both_parent_knwn	in_xfost_exp	raised_nest	soc_mom	gen_mom	soc_dad_raised	soc_dad_laid	gen_dad	d12_mass	d12_wing	d12_head	d12_bgluc	d12_sgluc	d12_dgluc	d15_acgluc	d12_lat	d12_time	d15_mass	d15_time	d12_base	d12_stress	d12_dex	d15_acth	note
2017	272106747	no		yes		no	2	105	2_105_2017	2	105	2_105_2017	6		381794	4706662				133				yes	EP	no	no	home	272107743	272107743	272107760	272107760		11	31	22.6					121	739							
2017	272106748	no		yes		no	2	105	2_105_2017	2	105	2_105_2017	6		381794	4706662				133				yes	EP	no	no	home	272107743	272107743	272107760	272107760		6.5	20	20.9					90	739							
2017	272106749	no		yes		no	2	105	2_105_2017	2	105	2_105_2017	6	2_105_2017	381794	4706662	381794	4706662	0	133	133	0		yes	WP	yes	no	home	272107743	272107743	272107760	272107760	272107760	18	45	23.5					135	739							
2017	272106750	no		yes		no	2	110	2_110_2017	2	110	2_110_2017	5	Unknown	381755	4706623				134				yes	WP	yes	no	home	272107744	272107744	185146867	185146867	185146867	24	55	25.5					45	776							
2017	272106751	no		yes		no	2	110	2_110_2017	2	110	2_110_2017	5	Unknown	381755	4706623				134				yes	WP	yes	no	home	272107744	272107744	185146867	185146867	185146867	22	51	25					52	776							
2017	272106752	no		yes		no	2	110	2_110_2017	2	110	2_110_2017	5	Unknown	381755	4706623				134				yes	WP	yes	no	home	272107744	272107744	185146867	185146867	185146867	23	51	26.6					103	776							
2017	272106753	no		yes		no	2	110	2_110_2017	2	110	2_110_2017	5	Unknown	381755	4706623				134				yes	WP	yes	no	home	272107744	272107744	185146867	185146867	185146867	22.5	50	25.5					104	776							
2017	272106754	no		yes		no	2	122	2_122_2017	2	122	2_122_2017	6	Unknown	381982	4706625				133				yes	WP	yes	no	home	262125482	262125482	262126105	262126105	262126105	9	25	21					63	790							
2017	272106755	no		yes		no	2	122	2_122_2017	2	122	2_122_2017	6	Unknown	381982	4706625				133				yes	WP	yes	no	home	262125482	262125482	262126105	262126105	262126105	18.5	41	24.1					100	790							
2017	272106756	no		yes		no	2	122	2_122_2017	2	122	2_122_2017	6	Unknown	381982	4706625				133				yes	WP	yes	no	home	262125482	262125482	262126105	262126105	262126105	17.5	40	24.3					149	790							
2017	272106757	no		yes		no	2	122	2_122_2017	2	122	2_122_2017	6	Unknown	381982	4706625				133				yes	WP	yes	no	home	262125482	262125482	262126105	262126105	262126105	20	43	24.6					50	790							
2017	272106758	no		yes		no	2	122	2_122_2017	2	122	2_122_2017	6	Unknown	381982	4706625				133				yes	WP	yes	no	home	262125482	262125482	262126105	262126105	262126105	18	42	23					112	790							
2017	272106759	no		yes		no	2	122	2_122_2017	2	122	2_122_2017	6	Unknown	381982	4706625				133				yes	WP	yes	no	home	262125482	262125482	262126105	262126105	262126105	19	44	24.5					135	790							
2017	272106760	no		yes		no	2	34	2_34_2017	2	34	2_34_2017	6	Unknown	381987	4706538				133				yes	EP	yes	no	home	259122567	259122567	272107759	272107759	240150296	26	56	26.7					37	834							
2017	272106761	no		yes		no	2	34	2_34_2017	2	34	2_34_2017	6	2_34_2017	381987	4706538	381987	4706538	0	133	133	0		yes	WP	yes	no	home	259122567	259122567	272107759	272107759	272107759	23	54	25.6					89	834							
2017	272106762	no		yes		no	2	34	2_34_2017	2	34	2_34_2017	6	2_117_2017	381987	4706538	381887	4706624	132	133	130	-3		yes	EP	yes	no	home	259122567	259122567	272107759	272107759	263114341	21.5	55	25.2					119	834							
2017	272106763	no		yes		no	2	34	2_34_2017	2	34	2_34_2017	6	2_34_2017	381987	4706538	381987	4706538	0	133	133	0		yes	WP	yes	no	home	259122567	259122567	272107759	272107759	272107759	24	61	25.6					54	834							
2017	272106764	no		yes		no	2	34	2_34_2017	2	34	2_34_2017	6	Unknown	381987	4706538				133				yes	EP	yes	no	home	259122567	259122567	272107759	272107759	240150296	22.5	58.5	25.2					90	834							
2017	272106768	no		yes		no	2	2	2_2_2017	2	2	2_2_2017	5	2_2_2017	382080	4706577	382080	4706577	0	135	135	0		yes	WP	yes	no	home	272107624	272107624	263114040	263114040	263114040	15	37	22					60	742							
2017	272106769	no		yes		no	2	2	2_2_2017	2	2	2_2_2017	5	Unknown	382080	4706577				135				yes	EP	yes	no	home	272107624	272107624	263114040	263114040	232173070	19	41	24.1					105	742							
2017	272106770	no		yes		no	2	2	2_2_2017	2	2	2_2_2017	5		382080	4706577				135				yes	EP	no	no	home	272107624	272107624	263114040	263114040		18	40	24.5					90	742							
2017	272106771	no		yes		no	2	2	2_2_2017	2	2	2_2_2017	5		382080	4706577				135				yes	EP	no	no	home	272107624	272107624	263114040	263114040		22	40	23.5					105	742							
2017	272106772	no		yes		no	2	75	2_75_2017	2	75	2_75_2017	4	2_75_2017	381796	4706685	381796	4706685	0	135	135	0		yes	WP	yes	no	home	272107039	272107039	263114244	263114244	263114244	22	56	26					77	805							
2017	272106773	no		yes		no	2	75	2_75_2017	2	75	2_75_2017	4	2_75_2017	381796	4706685	381796	4706685	0	135	135	0		yes	WP	yes	no	home	272107039	272107039	263114244	263114244	263114244	21	41	24.3					110	805							
2017	272106774	no		yes		no	2	75	2_75_2017	2	75	2_75_2017	4	2_75_2017	381796	4706685	381796	4706685	0	135	135	0		yes	WP	yes	no	home	272107039	272107039	263114244	263114244	263114244	21.5	56	27.3					130	805							
2017	272106775	no		yes		no	2	75	2_75_2017	2	75	2_75_2017	4	Unknown	381796	4706685				135				yes	EP	yes	no	home	272107039	272107039	263114244	263114244	185146882	22.5	56	26					150	805							
2017	272106777	no		yes		no	2	116	2_116_2017	2	116	2_116_2017	6	1_28_2017	381868	4706624	379595	4706815	2281	135	141	6		no	UNK	yes	no	home	262125455	262125455			272106627	22.5	56	25.5					53	730							
2017	272106778	no		yes		no	2	116	2_116_2017	2	116	2_116_2017	6		381868	4706624				135				no	UNK	no	no	home	262125455	262125455				22.5	53	25.7					122	730							
2017	272106779	no		yes		no	2	116	2_116_2017	2	116	2_116_2017	6		381868	4706624				135				no	UNK	no	no	home	262125455	262125455				22	52	23.7					61	730							
2017	272106780	no		yes		no	2	116	2_116_2017	2	116	2_116_2017	6	1_28_2017	381868	4706624	379595	4706815	2281	135	141	6		no	UNK	yes	no	home	262125455	262125455			272106627	25.1	54	26.2					74	730							
2017	272106781	no		yes		no	2	114	2_114_2017	2	114	2_114_2017	6		381831	4706624				135				no	UNK	no	no	home	272107217	272107217				24.5	60	25.9					40	744							
2017	272106782	no		yes		no	2	114	2_114_2017	2	114	2_114_2017	6		381831	4706624				135				no	UNK	no	no	home	272107217	272107217				24	60	25.5					109	744							
2017	272106783	no		yes		no	2	114	2_114_2017	2	114	2_114_2017	6	2_23_2017	381831	4706624	381779	4706534	104	135	131	-4		no	UNK	yes	no	home	272107217	272107217			263113739	22.5	54	26.9					146	744							
2017	272106784	no		yes		no	2	114	2_114_2017	2	114	2_114_2017	6	2_23_2017	381831	4706624	381779	4706534	104	135	131	-4		no	UNK	yes	no	home	272107217	272107217			263113739	25.5	55	23.5						744							
2017	272106785	no		yes		no	2	114	2_114_2017	2	114	2_114_2017	6		381831	4706624				135				no	UNK	no	no	home	272107217	272107217				22	58	25.9					79	744							
2017	272106786	no		yes		no	2	104	2_104_2017	2	104	2_104_2017	6	2_105_2017	381811	4706662	381794	4706662	17	136	133	-3		no	UNK	yes	no	home	272106706	272106706			272107760	20.5	42	22.8					56	783							
2017	272106787	no		yes		no	2	104	2_104_2017	2	104	2_104_2017	6	2_105_2017	381811	4706662	381794	4706662	17	136	133	-3		no	UNK	yes	no	home	272106706	272106706			272107760	21.5	54	24.1					54	783							
2017	272106788	no		yes		no	2	104	2_104_2017	2	104	2_104_2017	6	2_105_2017	381811	4706662	381794	4706662	17	136	133	-3		no	UNK	yes	no	home	272106706	272106706			272107760	21.5	50	25					97	783							
2017	272106789	no		yes		no	2	46	2_46_2017	2	46	2_46_2017	5	2_34_2017	382004	4706496	381987	4706538	45	137	133	-4		yes	EP	yes	no	home	272106704	272106704	272107233	272107233	272107759	24.5	56	25.4					68	795							
2017	272106790	no		yes		no	2	46	2_46_2017	2	46	2_46_2017	5	2_34_2017	382004	4706496	381987	4706538	45	137	133	-4		yes	EP	yes	no	home	272106704	272106704	272107233	272107233	272107759	21	56	25					105	795							
2017	272106791	no		yes		no	2	46	2_46_2017	2	46	2_46_2017	5	2_34_2017	382004	4706496	381987	4706538	45	137	133	-4		yes	EP	yes	no	home	272106704	272106704	272107233	272107233	272107759	21.5	48	23.8					68	795							
2017	272106792	no		yes		no	2	46	2_46_2017	2	46	2_46_2017	5	2_46_2017	382004	4706496	382004	4706496	0	137	137	0		yes	WP	yes	no	home	272106704	272106704	272107233	272107233	272107233	23	54	26					160	795							
2017	272106793	no		yes		no	2	46	2_46_2017	2	46	2_46_2017	5	2_34_2017	382004	4706496	381987	4706538	45	137	133	-4		yes	EP	yes	no	home	272106704	272106704	272107233	272107233	272107759	23	54	25.3					129	795							
2017	272106794	no		yes		no	2	17	2_17_2017	2	17	2_17_2017	4	2_64_2017	381794	4706573	381716	4706561	79	137	137	0		yes	EP	yes	no	home	272106605	272106605	272106713	272106713	272107530	21	47	24.6					56	845							
2017	272106795	no		yes		no	2	17	2_17_2017	2	17	2_17_2017	4	2_15_2017	381794	4706573	381832	4706573	38	137	136	-1		yes	EP	yes	no	home	272106605	272106605	272106713	272106713	272107762	25.5	51.5	25.9					90	845							
2017	272106796	no		yes		no	2	17	2_17_2017	2	17	2_17_2017	4	2_15_2017	381794	4706573	381832	4706573	38	137	136	-1		yes	EP	yes	no	home	272106605	272106605	272106713	272106713	272107762	23.5	48	24.3					127	845							
2017	272106797	no		yes		no	2	15	2_15_2017	2	15	2_15_2017	5	2_54_2017	381832	4706573	381852	4706494	81	136	127	-9		yes	EP	yes	no	home	272107403	272107403	272107762	272107762	240150292	12	37	23.4					115	741							
2017	272106798	no		yes		no	2	15	2_15_2017	2	15	2_15_2017	5	2_108_2017	381832	4706573	381736	4706660	130	136	139	3		yes	EP	yes	no	home	272107403	272107403	272107762	272107762	272106729	19	58	24.9					107	741							
2017	272106799	no		yes		no	2	15	2_15_2017	2	15	2_15_2017	5	2_54_2017	381832	4706573	381852	4706494	81	136	127	-9		yes	EP	yes	no	home	272107403	272107403	272107762	272107762	240150292	18	50.5	23.8					95	741							
2017	272106800	no		yes		no	2	15	2_15_2017	2	15	2_15_2017	5	2_15_2017	381832	4706573	381832	4706573	0	136	136	0		yes	WP	yes	no	home	272107403	272107403	272107762	272107762	272107762	20	55	23.1					195	741							
2017	272106801	no		yes		no	2	27	2_27_2017	2	27	2_27_2017	5		381855	4706536				140				yes	EP	no	no	home	240150355	240150355	262125852	262125852		12.5	29	23.4					150	738							
2017	272106802	no		yes		no	1	99	1_99_2017	1	99	1_99_2017	5	1_99_2017	379440	4706841	379440	4706841	0	139	139	0		yes	WP	yes	no	home	272107753	272107753	272106766	272106766	272106766	12	44	25.1					60	780							
2017	272106803	no		yes		no	1	99	1_99_2017	1	99	1_99_2017	5		379440	4706841				139				yes	EP	no	no	home	272107753	272107753	272106766	272106766		17.5	47	25.5					77	780							
2017	272106804	no		yes		no	1	114	1_114_2017	1	114	1_114_2017	5	1_114_2017	379423	4706950	379423	4706950	0	140	140	0		yes	WP	yes	no	home	272106709	272106709	272106621	272106621	272106621	18	55	25.4					115	793							
2017	272106805	no		yes		no	1	114	1_114_2017	1	114	1_114_2017	5	1_114_2017	379423	4706950	379423	4706950	0	140	140	0		yes	WP	yes	no	home	272106709	272106709	272106621	272106621	272106621	15.5	48	24.9					103	793							
2017	272106806	no		yes		no	1	114	1_114_2017	1	114	1_114_2017	5	1_114_2017	379423	4706950	379423	4706950	0	140	140	0		yes	WP	yes	no	home	272106709	272106709	272106621	272106621	272106621	18.5	52	25.7					71	793							
2017	272106811	no		yes		no	2	68	2_68_2017	2	68	2_68_2017	5	2_2_2017	381714	4706637	382080	4706577	371	143	135	-8		no	UNK	yes	no	home	272107754	272107754	272107530	272107530	263114040	10	25	21.2					84	734							
2017	272106812	no		yes		no	2	68	2_68_2017	2	68	2_68_2017	5		381714	4706637				143				no	UNK	no	no	home	272107754	272107754	272107530	272107530		9.5	22	20.7					60	734							
2017	272106813	no		yes		no	2	68	2_68_2017	2	68	2_68_2017	5		381714	4706637				143				no	UNK	no	no	home	272107754	272107754	272107530	272107530		10.5	22	21.8					133	734							
2018	272106832	yes		yes		no	2	8	2_8_2018	2	12	2_12_2018	6	2_12_2018	381888	4706574	381888	4706574	0	132	132	0	F	yes	WP	yes	yes	cross	272106902	272107748	272107789	272107816	272107816	20.5	48	25.4					80	726			1.005	4.624	4.966		
2018	272106853	yes		yes		no	2	102	2_102_2018	2	102	2_102_2018	6	2_102_2018	381850	4706663	381850	4706663	0	136	136	0	F	yes	WP	yes	yes	home	272107811	272107811	272106915	272106915	272106915	11	28	22.3						733	13.7	575		0.725			
2018	272106861	yes		yes		no	2	121	2_121_2018	2	121	2_121_2018	6	2_121_2018	381962	4706625	381962	4706625	0	135	135	0	M	yes	WP	yes	yes	home	272107112	272107112	262126051	262126051	262126051	17.25	40	23.7					68	799		618	2.114	2.164	1.543		
2018	272106867	no		yes		no	1	308	1_308_2018	1	308	1_308_2018	6		379670	4706724				157			M	yes	EP	no	yes	home	272107808	272107808	272107320	272107320		10.25	49	24					99	775			56.485				
2018	272106868	no		yes		no	1	308	1_308_2018	1	308	1_308_2018	6		379670	4706724				157			M	yes	EP	no	yes	home	272107808	272107808	272107320	272107320		18.5	51	24.5					139	775			13.879	18.14	6.952		
2018	272106869	no		yes		no	1	308	1_308_2018	1	308	1_308_2018	6		379670	4706724				157			M	yes	EP	no	yes	home	272107808	272107808	272107320	272107320		18.75	50	25.2					148	775			2.665	17.335	4.135		
2018	272106870	yes		yes		no	1	308	1_308_2018	1	308	1_308_2018	6	1_308_2018	379670	4706724	379670	4706724	0	157	157	0	M	yes	WP	yes	yes	home	272107808	272107808	272107320	272107320	272107320	16.75	48	24.9					75	775			1.446	16.751	4.945		
2018	272106871	no		yes		no	1	308	1_308_2018	1	308	1_308_2018	6		379670	4706724				157			M	yes	EP	no	yes	home	272107808	272107808	272107320	272107320		18.25	49	24					170	775			1.664	13.711	3.211		
2018	272106920	yes		yes		no	2	67	2_67_2018	2	67	2_67_2018	5	Unknown	381715	4706614				132			F	yes	EP	yes	yes	home	272107749	272107749	272107697	272107697	263114244	8.5	19	19.5					114	798			0.47				
2018	272106941	yes		yes		no	4	90	4_90_2018	4	90	4_90_2018	6	4_72_2018	387662	4702228	387635	4702341	116	136	133	-3	M	yes	EP	yes	yes	home	272107261	272107261	239160615	239160615	239159375	17.5	38.5	23.6					50	743			3.915	2.702	2.125		
2018	272106942	no		yes		no	4	90	4_90_2018	4	101	4_101_2018	6		387684	4702053				136			F	yes	EP	no	yes	cross	272107261	272107258	239160615	272107425		20	43	25.6					53	743			1.308	4.726	6.032		
2018	272106943	yes		yes		no	4	90	4_90_2018	4	90	4_90_2018	6	4_90_2018	387662	4702228	387662	4702228	0	136	136	0	F	yes	WP	yes	yes	home	272107261	272107261	239160615	239160615	239160615	14.5	41	23.8					103	743			0.523	4.95	2.246		
2018	272106944	no		yes		no	4	90	4_90_2018	4	101	4_101_2018	6		387684	4702053				136			F	yes	EP	no	yes	cross	272107261	272107258	239160615	272107425		22	52	25.6					161	743			1.901	9.951	3.533		
2018	272106945	no		yes		no	4	90	4_90_2018	4	101	4_101_2018	6		387684	4702053				136			F	yes	EP	no	yes	cross	272107261	272107258	239160615	272107425		20.5	55	25					108	743			0.47	5.146	3.219		
2018	272106946	yes		yes		no	4	90	4_90_2018	4	90	4_90_2018	6	4_90_2018	387662	4702228	387662	4702228	0	136	136	0	M	yes	WP	yes	yes	home	272107261	272107261	239160615	239160615	239160615	9	35	22.1					180	743							
2018	272106975	yes		yes		no	2	82	2_82_2018	2	82	2_82_2018	5	2_82_2018	381934	4706686	381934	4706686	0	155	155	0	M	yes	WP	yes	yes	home	272107596	272107596	272106974	272106974	272106974	19.25	56	26.7					60	728	16.5	661	1.269	14.411	7.425		
2018	272106976	yes		yes		no	2	82	2_82_2018	2	82	2_82_2018	5	2_82_2018	381934	4706686	381934	4706686	0	155	155	0	F	yes	WP	yes	yes	home	272107596	272107596	272106974	272106974	272106974	15.75	49.5	24.7					132	728	15	661	5.424	5.526	6.584		
2018	272106978	yes		yes		no	2	82	2_82_2018	2	82	2_82_2018	5	2_117_2018	381934	4706686	381887	4706624	78	155	137	-18	F	yes	EP	yes	yes	home	272107596	272107596	272106974	272106974	263114341	20.5	52	27.1					57	728	17.75	661	1.966	32.292	8.416		
2018	272106980	no		yes		no	1	92	1_92_2018	1	92	1_92_2018	4		379460	4706874				157			M	no	UNK	no	yes	home	262125490	262125490	272107634	272107634		20.75	59	25.7					49	731			1.228	13.325	1.959		
2018	272107285	yes		yes		no	2	18	2_18_2018	2	18	2_18_2018	6	2_18_2018	381778	4706573	381778	4706573	0	133	133	0	F	yes	WP	yes	yes	home	272106817	272106817	272107800	272107800	272107800	9.75	26	23.1						792	12.7	547		7.278			
2018	272107421	yes		yes		no	1	301	1_301_2018	1	301	1_301_2018	6	1_301_2018	379611	4706831	379611	4706831	0	133	133	0	M	yes	WP	yes	yes	home	239160515	239160515	272107009	272107009	272107009	20	43	25.5						846				6.254	6.569		
2018	272107422	no		yes		no	1	301	1_301_2018	1	301	1_301_2018	6		379611	4706831				133			F	yes	EP	no	yes	home	239160515	239160515	272107009	272107009		20.5	41	25.5						846				9.392	5.155		
2018	272107423	yes		yes		no	1	301	1_301_2018	1	301	1_301_2018	6	1_301_2018	379611	4706831	379611	4706831	0	133	133	0	M	yes	WP	yes	yes	home	239160515	239160515	272107009	272107009	272107009	21.5	40	26.4						846				17.679	3.941		
2018	272107424	no		yes		no	1	301	1_301_2018	1	301	1_301_2018	6	1_81_2018	379611	4706831	379528	4706915	118	133	133	0	F	yes	EP	no	yes	home	239160515	239160515	272107009	272107009	262125966	23	45	26.8						846				14.103	11.883		
2018	272107428	yes		yes		no	2	95	2_95_2018	2	112	2_112_2018	6	Unknown	381794	4706623				132			F	yes	EP	yes	yes	cross	272107161	272106903	272107124	272107690	263114244	9.8	38	23.4					138	724			0.47	22.881			
2018	272107430	no		yes		no	2	95	2_95_2018	2	112	2_112_2018	6		381794	4706623				132			M	yes	EP	no	yes	cross	272107161	272106903	272107124	272107690		13	38	23.7					64	724			8.493	30.964	20.465		
2018	272107431	yes		yes		no	2	95	2_95_2018	2	112	2_112_2018	6	2_112_2018	381794	4706623	381794	4706623	0	132	132	0	F	yes	WP	yes	yes	cross	272107161	272106903	272107124	272107690	272107690	13	35.5	23.5					107	724			3.781	18.632	5.409		
2018	272107434	no		yes		no	2	103	2_103_2018	2	103	2_103_2018	6		381832	4706663				133			F	yes	EP	no	yes	home	272106908	272106908	272106664	272106664		10.7	22	21.6					131	772	7.5	652	2.855				
2018	272107439	no		yes		no	2	103	2_103_2018	2	103	2_103_2018	6		381832	4706663				133			F	yes	EP	no	yes	home	272106908	272106908	272106664	272106664		12.6	24	22.3					132	772	7.25	652	0.47	18.814	111.666		
2018	272107444	yes		yes		no	2	80	2_80_2018	2	80	2_80_2018	6	Unknown	381894	4706686				132			F	yes	EP	yes	yes	home	272106904	272106904	272107256	272107256	263114244	10	18	20.3					180	825			2.054	29.202	4.648		
2018	272107456	yes		yes		no	2	117	2_117_2018	2	117	2_117_2018	6	2_124_2018	381887	4706624	382020	4706625	133	137	129	-8	M	yes	EP	yes	yes	home	272106913	272106913	263114341	263114341	272107503	14.75	35	23					59	767	14.1	663	0.915	1.784	1.819		
2018	272107461	no		yes		no	2	77	2_77_2018	2	77	2_77_2018	6	2_109_2018	381835	4706685	381738	4706622	116	137	129	-8	F	yes	EP	no	yes	home	272107786	272107786	272107788	272107788	272107688	12	27	21.1					140	814			6.724	2.9	1.08		
2018	272107462	no		yes		no	2	77	2_77_2018	2	77	2_77_2018	6	2_109_2018	381835	4706685	381738	4706622	116	137	129	-8	M	yes	EP	no	yes	home	272107786	272107786	272107788	272107788	272107688	13	28	22.3					75	814			7.723	8.08	2.124		
2018	272107463	yes		yes		no	2	77	2_77_2018	2	77	2_77_2018	6	2_77_2018	381835	4706685	381835	4706685	0	137	137	0	F	yes	WP	yes	yes	home	272107786	272107786	272107788	272107788	272107788	8.25	21	19.9					99	814			25.21				
2017	272107532	no		yes		no	2	29	2_29_2017	2	29	2_29_2017	5		381893	4706536				136				no	UNK	no	no	home	272107739	272107739				21	51	25.4					53	886							
2017	272107533	no		yes		no	2	29	2_29_2017	2	29	2_29_2017	5		381893	4706536				136				no	UNK	no	no	home	272107739	272107739				21.5	53	24.3					110	886							
2017	272107534	no		yes		no	2	29	2_29_2017	2	29	2_29_2017	5	Unknown	381893	4706536				136				no	UNK	yes	no	home	272107739	272107739			263114278	20.5	50	23.9					89	886							
2017	272107535	no		yes		no	2	29	2_29_2017	2	29	2_29_2017	5		381893	4706536				136				no	UNK	no	no	home	272107739	272107739				22	51	25.8					71	886							
2017	272107536	no		yes		no	2	29	2_29_2017	2	29	2_29_2017	5		381893	4706536				136				no	UNK	no	no	home	272107739	272107739				20	46	25.5					126	886							
2017	272107537	no		yes		no	2	49	2_49_2017	2	49	2_49_2017	5	2_46_2017	381945	4706495	382004	4706496	59	136	137	1		yes	EP	yes	no	home	272107745	272107745	272107761	272107761	272107233	17.5	55	24.9					70	757							
2017	272107538	no		yes		no	2	49	2_49_2017	2	49	2_49_2017	5	2_49_2017	381945	4706495	381945	4706495	0	136	136	0		yes	WP	yes	no	home	272107745	272107745	272107761	272107761	272107761	17.5	47	23.9					90	757							
2017	272107539	no		yes		no	2	49	2_49_2017	2	49	2_49_2017	5	2_49_2017	381945	4706495	381945	4706495	0	136	136	0		yes	WP	yes	no	home	272107745	272107745	272107761	272107761	272107761	19	55	24.4					130	757							
2017	272107540	no		yes		no	2	49	2_49_2017	2	49	2_49_2017	5	2_46_2017	381945	4706495	382004	4706496	59	136	137	1		yes	EP	yes	no	home	272107745	272107745	272107761	272107761	272107233	16	51	23.8					175	757							
2017	272107541	no		yes		no	2	49	2_49_2017	2	49	2_49_2017	5	2_49_2017	381945	4706495	381945	4706495	0	136	136	0		yes	WP	yes	no	home	272107745	272107745	272107761	272107761	272107761	20	51	25.9						757							
2017	272107542	no		yes		no	2	95	2_95_2017	2	95	2_95_2017	7	Unknown	381984	4706664				135				yes	EP	yes	no	home	272107752	272107752	88004796	88004796	272107503	19.5	53	25.9					43	730							
2017	272107543	no		yes		no	2	95	2_95_2017	2	95	2_95_2017	7	Unknown	381984	4706664				135				yes	EP	yes	no	home	272107752	272107752	88004796	88004796	272107503	17.5	52	24.8					60	730							
2017	272107544	no		yes		no	2	95	2_95_2017	2	95	2_95_2017	7	Unknown	381984	4706664				135				yes	EP	yes	no	home	272107752	272107752	88004796	88004796	272107503	11.5	34	22.6					82	730							
2017	272107545	no		yes		no	2	95	2_95_2017	2	95	2_95_2017	7		381984	4706664				135				yes	EP	no	no	home	272107752	272107752	88004796	88004796		17	52	25.9					90	730							
2017	272107546	no		yes		no	2	95	2_95_2017	2	95	2_95_2017	7	2_95_2017	381984	4706664	381984	4706664	0	135	135	0		yes	WP	yes	no	home	272107752	272107752	88004796	88004796	88004796	19	56	24.3					103	730							
2017	272107547	no		yes		no	2	95	2_95_2017	2	95	2_95_2017	7	Unknown	381984	4706664				135				yes	EP	yes	no	home	272107752	272107752	88004796	88004796	272107503	19.5	51.5	25.9					143	730							
2017	272107548	no		yes		no	2	108	2_108_2017	2	108	2_108_2017	4		381736	4706660				139				yes	EP	no	no	home	272107749	272107749	272106729	272106729		20.5	48	25.4					106	772							
2017	272107549	no		yes		no	2	108	2_108_2017	2	108	2_108_2017	4		381736	4706660				139				yes	EP	no	no	home	272107749	272107749	272106729	272106729		19	50	23.5					46	772							
2017	272107550	no		yes		no	2	108	2_108_2017	2	108	2_108_2017	4		381736	4706660				139				yes	EP	no	no	home	272107749	272107749	272106729	272106729		21.5	53	26.3					110	772							
2017	272107551	no		yes		no	2	108	2_108_2017	2	108	2_108_2017	4		381736	4706660				139				yes	EP	no	no	home	272107749	272107749	272106729	272106729		22	55	25.4					106	772							
2017	272107552	no		yes		no	2	113	2_113_2017	2	113	2_113_2017	5	2_113_2017	381811	4706623	381811	4706623	0	137	137	0		yes	WP	yes	no	home	272107068	272107068	272107598	272107598	272107598	16	45	25.2					48	787							
2017	272107553	no		yes		no	2	113	2_113_2017	2	113	2_113_2017	5	2_113_2017	381811	4706623	381811	4706623	0	137	137	0		yes	WP	yes	no	home	272107068	272107068	272107598	272107598	272107598	17	50	23.8					56	787							
2017	272107554	no		yes		no	2	113	2_113_2017	2	113	2_113_2017	5	2_113_2017	381811	4706623	381811	4706623	0	137	137	0		yes	WP	yes	no	home	272107068	272107068	272107598	272107598	272107598	21.5	54	25.3					61	787							
2017	272107555	no		yes		no	2	113	2_113_2017	2	113	2_113_2017	5	2_113_2017	381811	4706623	381811	4706623	0	137	137	0		yes	WP	yes	no	home	272107068	272107068	272107598	272107598	272107598	20.5	52	25.7					89	787							
2017	272107556	no		yes		no	2	64	2_64_2017	2	64	2_64_2017	4	2_23_2017	381716	4706561	381779	4706534	69	137	131	-6		yes	EP	yes	no	home	88004754	88004754	272107530	272107530	263113739	23	48	25.9					45	827							
2017	272107557	no		yes		no	2	64	2_64_2017	2	64	2_64_2017	4	2_23_2017	381716	4706561	381779	4706534	69	137	131	-6		yes	EP	yes	no	home	88004754	88004754	272107530	272107530	263113739	21.5	52	25					72	827							
2017	272107558	no		yes		no	2	64	2_64_2017	2	64	2_64_2017	4	2_23_2017	381716	4706561	381779	4706534	69	137	131	-6		yes	EP	yes	no	home	88004754	88004754	272107530	272107530	263113739	23	50.5	26.1					54	827							
2017	272107559	no		yes		no	2	119	2_119_2017	2	119	2_119_2017	5	2_75_2017	381924	4706624	381796	4706685	142	138	135	-3		yes	EP	yes	no	home	272107751	272107751	88004785	88004785	263114244	21.5	55	26.5					63	839							
2017	272107560	no		yes		no	2	119	2_119_2017	2	119	2_119_2017	5	2_75_2017	381924	4706624	381796	4706685	142	138	135	-3		yes	EP	yes	no	home	272107751	272107751	88004785	88004785	263114244	23	56	26					59	839							
2017	272107562	no		yes		no	2	119	2_119_2017	2	119	2_119_2017	5	2_119_2017	381924	4706624	381924	4706624	0	138	138	0		yes	WP	yes	no	home	272107751	272107751	88004785	88004785	88004785	22	57	26.3					129	839							
2017	272107563	no		yes		no	2	119	2_119_2017	2	119	2_119_2017	5	2_119_2017	381924	4706624	381924	4706624	0	138	138	0		yes	WP	yes	no	home	272107751	272107751	88004785	88004785	88004785	20	55	25.5					109	839							
2017	272107564	no		yes		no	2	119	2_119_2017	2	119	2_119_2017	5	2_119_2017	381924	4706624	381924	4706624	0	138	138	0		yes	WP	yes	no	home	272107751	272107751	88004785	88004785	88004785	20	55	25.9					124	839							
2017	272107565	no		yes		no	2	126	2_126_2017	2	126	2_126_2017	5	Unknown	382058	4706627				139				yes	WP	yes	no	home	272106708	272106708	239160693	239160693	239160693	14	28.5	21.5					56	721							
2017	272107566	no		yes		no	2	126	2_126_2017	2	126	2_126_2017	5	Unknown	382058	4706627				139				yes	EP	yes	no	home	272106708	272106708	239160693	239160693	272107503	12.5	23.5	20.6					84	721							
